Log comes here....[2026-03-22 16:48:55] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:35] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:35] INFO     | ride_sharing_app | * DB SELECT: Fetching booking requests for MemberID 28498468
[2026-03-22 16:51:35] INFO     | ride_sharing_app | Fetching all rides for UserID: 28498468
[2026-03-22 16:51:35] INFO     | ride_sharing_app | * DB SELECT: Fetching rides hosted by MemberID 28498468
[2026-03-22 16:51:35] INFO     | ride_sharing_app | * DB SELECT: Fetch ActiveRide + Member (JOIN)
[2026-03-22 16:51:35] INFO     | ride_sharing_app | * DB SELECT: Fetching rides taken by MemberID 28498468
[2026-03-22 16:51:35] INFO     | uvicorn.access | 127.0.0.1:57498 - "GET /booking-requests HTTP/1.1" 200
[2026-03-22 16:51:35] INFO     | uvicorn.access | 127.0.0.1:57500 - "GET /booking-requests/pending HTTP/1.1" 200
[2026-03-22 16:51:35] INFO     | ride_sharing_app | Fetched 18 rides
[2026-03-22 16:51:35] INFO     | uvicorn.access | 127.0.0.1:57490 - "GET /rides HTTP/1.1" 200
[2026-03-22 16:51:35] INFO     | uvicorn.access | 127.0.0.1:57510 - "GET /ride-history HTTP/1.1" 200
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Fetching rides hosted by MemberID 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Fetching booking requests for MemberID 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | Fetching all rides for UserID: 28498468
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Fetch ActiveRide + Member (JOIN)
[2026-03-22 16:51:45] INFO     | ride_sharing_app | * DB SELECT: Fetching rides taken by MemberID 28498468
[2026-03-22 16:51:45] INFO     | uvicorn.access | 127.0.0.1:54816 - "GET /booking-requests HTTP/1.1" 200
[2026-03-22 16:51:45] INFO     | ride_sharing_app | Fetched 18 rides
[2026-03-22 16:51:45] INFO     | uvicorn.access | 127.0.0.1:54828 - "GET /booking-requests/pending HTTP/1.1" 200
[2026-03-22 16:51:45] INFO     | uvicorn.access | 127.0.0.1:54800 - "GET /rides HTTP/1.1" 200
[2026-03-22 16:51:45] INFO     | uvicorn.access | 127.0.0.1:54836 - "GET /ride-history HTTP/1.1" 200
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Checking Member table for MemberID: 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Fetching rides hosted by MemberID 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Fetching booking requests for MemberID 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | Fetching all rides for UserID: 28498468
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Fetch ActiveRide + Member (JOIN)
[2026-03-22 16:51:55] INFO     | ride_sharing_app | * DB SELECT: Fetching rides taken by MemberID 28498468
[2026-03-22 16:51:55] INFO     | uvicorn.access | 127.0.0.1:47216 - "GET /booking-requests/pending HTTP/1.1" 200
[2026-03-22 16:51:55] INFO     | ride_sharing_app | Fetched 18 rides
[2026-03-22 16:51:55] INFO     | uvicorn.access | 127.0.0.1:47214 - "GET /booking-requests HTTP/1.1" 200
[2026-03-22 16:51:55] INFO     | uvicorn.access | 127.0.0.1:47208 - "GET /rides HTTP/1.1" 200
[2026-03-22 16:51:55] INFO     | uvicorn.access | 127.0.0.1:47222 - "GET /ride-history HTTP/1.1" 200
